읍면동명,투표구명,선거인수,투표수,민생당,미래한국당,더불어시민당,정의당,우리공화당,민중당,한국경제당,국민의당,친박신당,열린민주당,코리아,가자!평화인권당,가자환경당,국가혁명배당금당,국민새정당,국민참여신당,기독자유통일당,깨어있는시민연대당,남북통일당,노동당,녹색당,대한당,대한민국당,미래당,미래민주당,새누리당,여성의당,우리당,자유당,새벽당,자영업당,충청의미래당,통일민주당,한국복지당,홍익당,계,무효투표수,기권수
,강동동제3투,1065,569,13,299,106,35,4,5,3,22,6,16,0,0,0,3,0,0,8,0,0,2,0,0,1,5,2,2,0,0,1,1,0,0,0,2,2,538,31,496
가락동,소계,2236,1508,27,737,367,88,10,5,5,61,10,45,2,1,2,5,1,0,33,1,0,4,2,1,0,3,2,3,4,0,3,2,1,1,2,0,1,1429,79,728
,관내사전투표,621,621,8,279,178,34,5,2,0,27,8,31,2,0,1,4,0,0,1,1,0,2,2,1,0,2,0,1,0,0,1,1,0,1,1,0,0,593,28,0
,가락동제1투,944,494,11,268,109,33,2,1,1,17,1,10,0,1,0,0,0,0,12,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,473,21,450
,가락동제2투,671,393,8,190,80,21,3,2,4,17,1,4,0,0,1,1,1,0,20,0,0,1,0,0,0,0,1,2,2,0,2,0,1,0,1,0,0,363,30,278
녹산동,소계,23042,12418,263,4523,3752,1038,79,81,24,741,45,536,13,5,3,148,3,11,319,5,9,15,20,1,15,47,29,20,53,2,9,40,12,2,7,6,7,11883,535,10624
,관내사전투표,1678,1678,33,551,624,136,8,8,1,83,6,127,0,0,0,12,0,1,10,1,3,1,1,1,1,2,3,1,5,0,0,5,0,0,1,0,0,1625,53,0
,녹산동제1투,779,405,3,230,65,21,4,1,0,12,6,10,0,0,0,3,0,0,25,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,386,19,374
,녹산동제2투,1702,790,13,414,185,31,8,10,5,37,4,18,1,0,0,5,0,0,10,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,2,749,41,912
,녹산동제3투,1016,466,8,253,76,35,4,4,1,26,0,12,0,0,0,6,0,1,8,0,1,0,1,0,0,3,1,1,1,0,2,1,2,0,0,0,1,448,18,550
,녹산동제4투,3721,1654,31,480,575,170,10,11,5,127,3,71,2,1,1,26,1,2,43,0,0,7,3,0,2,4,6,2,6,0,2,2,1,0,0,0,3,1597,57,2067
,녹산동제5투,3315,1523,37,603,409,114,4,8,3,99,3,44,1,1,0,29,0,3,49,0,2,3,3,0,1,10,4,2,7,1,0,6,0,0,4,4,0,1454,69,1792
,녹산동제6투,3042,1630,47,542,532,146,5,9,3,93,7,71,1,0,1,13,1,2,39,2,0,2,6,0,0,12,4,8,9,0,0,4,2,0,0,1,1,1563,67,1412
,녹산동제7투,3483,1894,36,676,549,183,13,17,1,107,8,77,4,0,0,25,0,1,71,1,0,0,5,0,3,12,4,1,10,0,3,11,4,0,0,1,0,1823,71,1589
,녹산동제8투,2829,1517,35,500,474,114,17,11,3,87,6,76,1,2,0,17,1,1,50,0,3,2,1,0,4,1,4,2,5,1,1,3,2,1,2,0,0,1427,90,1312
,녹산동제9투,1477,861,20,274,263,88,6,2,2,70,2,30,3,1,1,12,0,0,14,1,0,0,0,0,1,2,2,1,9,0,0,6,1,0,0,0,0,811,50,616
가덕도동,소계,2988,1946,40,908,478,109,12,21,7,63,17,67,1,0,1,20,0,1,46,1,0,5,1,0,1,2,4,12,5,1,0,6,0,0,3,1,2,1835,111,1042
,관내사전투표,711,711,12,298,229,39,6,5,2,30,2,38,0,0,0,5,0,0,9,0,0,2,0,0,0,2,0,2,2,0,0,1,0,0,0,1,0,685,26,0
,가덕도동제1투,980,476,12,217,109,34,2,7,2,16,3,11,0,0,0,8,0,0,18,0,0,2,1,0,0,0,3,3,2,0,0,2,0,0,2,0,1,455,21,504
,가덕도동제2투,781,472,10,258,71,24,2,7,2,9,6,10,0,0,1,3,0,0,18,0,0,1,0,0,0,0,1,4,0,1,0,2,0,0,0,0,1,431,41,309
,가덕도동제3투,516,287,6,135,69,12,2,2,1,8,6,8,1,0,0,4,0,1,1,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,264,23,229
금곡동,소계,32734,22390,486,8934,6323,1691,147,188,41,1173,145,878,22,8,10,180,12,12,505,9,13,32,34,5,17,60,35,70,116,6,12,70,15,1,7,21,24,21302,1088,10344
,관내사전투표,4978,4978,99,1706,1808,368,25,28,3,218,24,332,4,1,1,31,2,0,64,1,3,4,9,1,1,10,5,16,27,0,2,7,1,0,2,2,4,4809,169,0
,금곡동제1투,2341,1504,28,683,343,89,9,12,6,65,19,52,1,0,2,20,4,2,48,2,2,1,3,0,0,2,1,4,6,1,0,0,3,1,2,2,4,1417,87,837
,금곡동제2투,2232,1392,27,608,339,96,10,13,2,65,11,33,4,1,0,11,2,0,45,2,0,2,1,0,1,3,0,5,9,0,4,2,0,0,0,1,2,1299,93,840
,금곡동제3투,2200,1380,29,636,353,88,8,11,1,76,4,36,1,0,2,6,0,0,55,0,1,1,0,0,0,1,2,0,8,0,1,2,1,0,0,0,3,1326,54,820
,금곡동제4투,2311,1641,30,753,405,131,11,15,1,79,9,63,2,0,1,16,0,1,29,1,0,4,0,0,3,7,2,6,7,0,0,8,1,0,0,1,0,1586,55,670
,금곡동제5투,1582,988,35,501,171,44,13,11,7,34,9,22,0,1,0,8,2,1,25,0,1,1,1,0,4,4,3,5,4,2,0,3,2,0,0,6,1,921,67,594
,금곡동제6투,1738,1049,29,442,264,68,12,9,0,68,4,25,0,0,1,7,0,0,29,0,0,1,3,0,0,4,4,3,9,0,1,4,0,0,0,4,0,991,58,689
,금곡동제7투,2382,1448,33,594,386,120,8,16,2,84,8,47,0,0,1,10,0,2,18,0,1,1,0,1,0,5,3,9,12,1,0,12,0,0,0,0,2,1376,72,934
,금곡동제8투,1997,1125,36,512,201,59,15,7,10,37,20,23,1,2,1,9,1,3,28,1,1,5,0,1,1,4,7,5,0,1,1,3,0,0,1,1,2,999,126,872
,금곡동제9투,1822,1178,29,458,314,100,6,7,1,88,2,41,2,0,0,11,0,0,30,0,3,2,1,0,1,4,1,3,7,0,0,3,2,0,0,2,1,1119,59,644
,금곡동제10투,2628,1424,24,525,369,134,11,17,0,85,14,49,0,2,0,22,0,0,67,0,0,3,3,0,1,7,3,3,5,0,0,4,2,0,0,0,2,1352,72,1204
,금곡동제11투,3249,2121,44,739,697,187,13,19,4,113,9,75,6,0,1,21,1,1,30,1,0,2,6,1,2,2,3,7,9,1,3,14,3,0,2,1,0,2017,104,1128
,금곡동제12투,3274,2162,43,777,673,207,6,23,4,161,12,80,1,1,0,8,0,2,37,1,1,5,7,1,3,7,1,4,13,0,0,8,0,0,0,1,3,2090,72,1112
화명제1동,소계,32934,23718,389,9597,6859,1918,106,157,20,1712,76,1063,14,5,8,145,8,10,408,14,4,23,63,0,8,54,46,50,179,0,16,64,14,1,12,12,5,23060,658,9216
,관내사전투표,5149,5148,75,1786,1832,406,20,40,5,294,12,372,4,1,1,25,1,3,41,3,3,8,18,0,1,13,7,8,38,0,1,2,2,0,3,5,0,5030,118,1
,화명제1동제1투,2713,1589,36,580,491,132,9,10,2,117,9,47,3,0,1,12,0,0,36,2,0,2,4,0,0,4,5,6,15,0,3,3,0,0,0,1,0,1530,59,1124
,화명제1동제2투,3437,2155,42,830,630,175,8,19,2,171,10,77,3,1,2,20,0,1,45,2,0,3,4,0,1,2,3,6,12,0,0,9,2,0,0,1,0,2081,74,1282
,화명제1동제3투,2150,1485,15,595,428,144,13,10,1,110,2,45,0,0,0,7,0,1,30,1,0,3,5,0,1,4,3,4,15,0,1,5,1,0,2,1,0,1447,38,665
,화명제1동제4투,2135,1402,34,541,389,124,2,10,0,90,9,63,1,0,0,9,0,0,44,0,0,0,4,0,1,7,3,3,13,0,0,2,1,0,2,0,2,1354,48,733
,화명제1동제5투,3791,2499,47,1035,736,206,12,14,1,161,4,102,0,1,0,12,2,1,41,1,0,2,3,0,0,8,5,6,21,0,1,12,0,0,2,1,1,2438,61,1292
,화명제1동제6투,3367,2396,35,1195,521,155,12,9,2,201,8,91,0,0,1,9,3,0,38,3,0,1,4,0,2,5,5,4,16,0,4,6,2,0,1,1,1,2335,61,971
,화명제1동제7투,3300,2415,29,1068,646,197,6,16,2,195,3,101,1,0,1,19,1,0,38,0,0,0,6,0,1,2,5,3,13,0,0,6,2,0,1,1,0,2363,52,885
,화명제1동제8투,3552,2424,36,1153,589,161,15,9,0,194,10,84,0,1,1,13,0,1,40,2,1,4,7,0,0,1,4,7,17,0,1,8,1,0,0,0,0,2360,64,1128
,화명제1동제9투,2038,1303,15,497,343,116,5,12,3,109,4,48,1,1,1,8,0,2,35,0,0,0,4,0,0,7,3,3,14,0,5,10,1,1,1,1,1,1251,52,735
,화명제1동제10투,1302,902,25,317,254,102,4,8,2,70,5,33,1,0,0,11,1,1,20,0,0,0,4,0,1,1,3,0,5,0,0,1,2,0,0,0,0,871,31,400
화명제2동,소계,13091,8898,164,3547,2493,732,63,111,18,504,38,369,7,1,5,70,1,3,199,7,4,10,28,1,4,23,19,29,75,1,5,20,1,1,3,4,9,8569,329,4193
,관내사전투표,2932,2932,42,1055,999,230,13,32,6,139,16,188,2,0,2,19,1,0,33,3,1,4,13,0,1,8,3,6,25,0,1,3,0,0,2,1,3,2851,81,0
,화명제2동제1투,1608,966,10,454,217,54,11,11,2,47,6,24,1,0,0,17,0,0,45,2,0,0,1,0,0,3,1,2,7,0,2,4,0,0,0,1,0,922,44,642
,화명제2동제2투,2309,1283,35,538,324,101,17,16,2,77,3,32,2,1,1,6,0,1,43,1,1,1,5,0,1,1,7,7,8,1,1,1,0,1,0,1,2,1238,45,1026
,화명제2동제3투,2339,1291,25,502,343,127,6,14,2,77,4,38,1,0,0,10,0,1,32,0,0,3,3,0,0,6,3,7,15,0,0,2,1,0,0,1,1,1224,67,1048
,화명제2동제4투,1828,1011,28,404,238,97,8,17,2,72,6,46,0,0,0,7,0,0,28,0,1,0,3,1,1,3,1,1,12,0,1,3,0,0,1,0,2,983,28,817
,화명제2동제5투,2075,1415,24,594,372,123,8,21,4,92,3,41,1,0,2,11,0,1,18,1,1,2,3,0,1,2,4,6,8,0,0,7,0,0,0,0,1,1351,64,660
화명제3동,소계,23369,17290,283,6668,5039,1524,82,107,10,1345,52,945,11,4,6,98,1,2,232,3,3,6,37,0,3,37,35,38,113,3,8,62,9,0,4,4,10,16784,506,6079
,관내사전투표,4770,4770,61,1522,1760,371,12,31,1,297,11,437,3,1,1,27,0,1,38,3,0,3,6,0,1,7,8,8,30,1,1,12,0,0,0,2,5,4661,109,0
,화명제3동제1투,3692,2522,39,1064,631,244,12,17,2,229,8,98,4,0,0,15,0,0,34,0,1,0,9,0,0,4,5,3,14,0,0,13,0,0,0,0,2,2448,74,1170
,화명제3동제2투,1938,1370,20,510,411,139,7,5,0,110,5,58,2,1,2,8,0,0,31,0,0,0,3,0,0,3,2,3,12,0,0,4,0,0,0,0,0,1336,34,568
,화명제3동제3투,2684,1628,35,670,414,149,4,14,2,133,7,60,1,0,1,9,0,0,25,0,0,0,7,0,1,1,2,6,11,1,0,4,1,0,0,1,1,1560,68,1056
,화명제3동제4투,2315,1513,27,608,390,141,4,8,1,134,4,67,0,0,1,9,0,0,29,0,0,1,4,0,0,3,4,0,16,0,1,7,1,0,3,0,2,1465,48,802
,화명제3동제5투,1357,965,18,418,247,89,5,7,1,64,5,39,0,0,0,4,0,0,15,0,0,1,0,0,0,4,4,3,4,1,2,2,4,0,0,0,0,937,28,392
,화명제3동제6투,3200,2136,44,858,600,190,24,11,3,136,7,79,1,1,1,17,1,1,37,0,2,0,3,0,0,5,5,8,11,0,3,11,1,0,1,1,0,2062,74,1064
,화명제3동제7투,3413,2386,39,1018,586,201,14,14,0,242,5,107,0,1,0,9,0,0,23,0,0,1,5,0,1,10,5,7,15,0,1,9,2,0,0,0,0,2315,71,1027
명지1동,소계,29627,19270,455,6357,6266,1856,57,117,31,1497,47,1029,11,4,10,137,5,5,268,3,6,20,31,3,9,54,34,48,98,4,13,79,12,0,9,5,11,18591,679,10357
,관내사전투표,4200,4200,93,1271,1595,361,8,21,7,260,12,337,0,3,2,27,3,1,26,0,1,3,5,0,2,11,4,8,23,0,3,5,3,0,1,2,2,4100,100,0
,명지1동제1투,2930,1469,31,769,273,82,11,8,11,59,13,47,0,0,0,5,1,0,32,0,0,1,2,0,1,5,3,4,10,0,3,7,0,0,0,3,2,1383,86,1461
,명지1동제2투,4016,2249,56,722,739,213,7,19,1,184,3,99,1,1,1,21,0,0,44,1,1,3,6,0,1,10,4,5,10,1,0,13,1,0,2,0,1,2170,79,1767
,명지1동제3투,2324,1540,42,483,505,171,3,14,1,106,2,70,3,0,0,9,0,2,24,0,0,2,3,0,1,6,7,7,10,0,0,9,3,0,0,0,0,1483,57,784
,명지1동제4투,2935,1648,40,575,511,154,1,6,2,137,4,69,1,0,0,13,0,0,34,1,1,0,2,1,1,5,2,4,5,0,2,3,2,0,1,0,3,1580,68,1287
,명지1동제5투,2902,1728,38,525,581,212,10,13,3,132,4,86,1,0,1,11,0,1,33,0,0,0,1,0,0,3,2,5,2,0,1,6,0,0,1,0,1,1673,55,1174
,명지1동제6투,3516,2204,50,634,708,250,9,15,2,225,3,112,0,0,0,14,1,1,30,1,1,4,6,0,0,5,4,4,14,1,0,13,3,0,1,0,0,2111,93,1312
,명지1동제7투,3298,2149,48,720,699,204,5,14,3,186,3,103,2,0,4,19,0,0,22,0,0,2,4,1,2,4,4,6,9,1,2,14,0,0,2,0,0,2083,66,1149
,명지1동제8투,3506,2083,57,658,655,209,3,7,1,208,3,106,3,0,2,18,0,0,23,0,2,5,2,1,1,5,4,5,15,1,2,9,0,0,1,0,2,2008,75,1423
명지2동,소계,21923,16143,268,5434,5191,1526,52,99,22,1293,40,1027,8,6,3,102,4,5,340,5,4,8,19,2,4,40,27,41,88,5,9,44,5,2,0,9,4,15736,407,5780
,관내사전투표,6049,6048,85,1767,2332,513,15,26,8,392,19,561,2,1,0,30,1,4,62,2,1,7,6,0,2,7,9,16,36,1,1,9,3,2,0,2,2,5924,124,1
,명지2동제1투,3031,1831,33,612,524,185,5,21,2,190,4,82,2,3,2,18,0,0,47,1,0,0,3,0,1,8,2,5,16,1,4,6,0,0,0,1,1,1779,52,1200
,명지2동제2투,1645,1045,17,345,294,110,5,9,1,105,3,53,0,0,0,8,0,0,40,0,0,0,2,1,0,3,2,3,4,0,0,5,0,0,0,0,0,1010,35,600
,명지2동제3투,1513,824,24,276,259,84,8,8,2,63,3,27,0,1,0,4,0,0,29,0,0,0,0,0,0,3,4,3,3,0,0,5,0,0,0,0,0,806,18,689
,명지2동제4투,1864,1159,19,340,393,148,1,3,3,114,3,62,0,1,0,8,2,0,22,0,0,0,1,1,0,4,0,2,4,1,0,2,0,0,0,1,0,1135,24,705
,명지2동제5투,1995,1406,27,502,391,153,4,10,2,124,2,72,0,0,1,12,0,1,34,1,2,0,3,0,0,2,4,2,5,0,2,9,0,0,0,2,0,1367,39,589
,명지2동제6투,1942,1333,20,550,348,115,6,11,3,108,3,49,2,0,0,7,0,0,30,0,1,1,1,0,1,4,1,6,11,0,1,4,0,0,0,1,0,1284,49,609
,명지2동제7투,1842,1204,19,632,212,65,3,5,0,93,2,60,0,0,0,7,0,0,54,1,0,0,1,0,0,3,3,2,3,2,1,2,0,0,0,1,0,1171,33,638
,명지2동제8투,2042,1293,24,410,438,153,5,6,1,104,1,61,2,0,0,8,1,0,22,0,0,0,2,0,0,6,2,2,6,0,0,2,2,0,0,1,1,1260,33,749
잘못 투입·구분된 투표지,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
합계,,575879,410478,9428,150549,117855,35331,2095,1452,425,35553,1083,22487,276,85,112,2195,94,139,8471,131,73,190,736,21,125,857,637,955,3553,62,221,1670,220,63,120,127,234,397625,12853,165401
거소·선상투표,,720,684,35,223,167,29,3,2,8,71,5,32,4,0,1,14,0,0,13,1,0,2,2,0,0,4,3,5,0,0,4,1,0,0,0,2,0,631,53,36
관외사전투표,,38866,38830,1057,11458,12574,3939,142,173,70,3175,68,2777,65,11,13,280,6,16,378,21,14,28,105,2,23,88,71,165,408,8,42,112,38,16,15,12,26,37396,1434,36
재외투표,,4599,989,16,339,304,87,4,0,0,52,1,116,0,0,0,7,1,0,17,1,1,1,7,0,0,1,1,0,8,0,0,8,1,0,1,0,0,974,15,3610
재외투표(공관),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
풍납1동,소계,12273,7895,168,2607,2570,670,58,41,15,561,37,403,7,2,2,67,3,3,128,0,5,8,10,1,2,16,11,19,68,1,3,38,5,3,6,8,9,7555,340,4378
,관내사전투표,3088,3088,67,907,1182,246,15,20,5,175,12,227,2,1,0,20,1,1,16,0,1,1,2,1,1,3,5,8,20,0,0,4,0,1,2,1,3,2950,138,0
,풍납1동제1투,2320,997,31,348,287,90,9,5,3,57,6,41,3,0,0,13,0,1,23,0,2,4,3,0,0,2,2,3,8,0,1,7,0,0,2,3,2,956,41,1323
,풍납1동제2투,2217,1181,26,405,363,92,10,8,3,101,8,38,1,1,0,8,1,0,37,0,1,1,0,0,0,3,0,2,10,0,1,6,1,1,1,2,1,1132,49,1036
,풍납1동제3투,2097,1053,25,366,317,74,13,2,3,72,7,41,0,0,1,11,0,1,25,0,1,2,1,0,1,7,3,1,9,0,0,12,3,0,0,2,1,1001,52,1044
,풍납1동제4투,2551,1576,19,581,421,168,11,6,1,156,4,56,1,0,1,15,1,0,27,0,0,0,4,0,0,1,1,5,21,1,1,9,1,1,1,0,2,1516,60,975
풍납2동,소계,20007,13885,290,4790,4191,1326,81,59,14,1201,52,788,4,2,2,64,3,8,242,2,2,7,23,1,4,28,24,33,136,3,7,55,5,1,1,4,1,13454,431,6122
,관내사전투표,4760,4760,88,1414,1766,470,18,20,3,317,18,394,1,1,1,17,0,3,34,1,1,4,7,0,1,10,4,7,45,2,1,4,2,0,0,1,0,4655,105,0
,풍납2동제1투,2619,1451,29,464,412,154,6,6,1,167,4,60,0,0,0,10,2,0,30,0,0,1,3,0,0,3,4,4,18,0,1,5,1,0,0,0,0,1385,66,1168
,풍납2동제2투,2845,1720,32,688,395,145,9,6,1,204,14,81,1,0,0,8,0,1,31,0,0,0,2,0,0,3,2,8,17,0,1,14,1,0,0,1,0,1665,55,1125
,풍납2동제3투,2510,1530,32,637,387,147,13,5,3,124,4,59,1,0,1,6,0,0,32,0,0,0,3,0,1,2,5,3,17,0,0,8,0,0,1,0,0,1491,39,980
,풍납2동제4투,2722,1631,52,523,497,162,8,9,3,151,4,66,0,0,0,10,0,2,38,0,1,1,2,0,1,5,2,4,8,0,1,14,1,0,0,0,1,1566,65,1091
,풍납2동제5투,1976,1224,26,477,318,104,13,9,3,85,6,58,0,1,0,8,0,0,27,0,0,1,3,0,1,2,4,5,12,0,1,6,0,0,0,2,0,1172,52,752
,풍납2동제6투,2575,1569,31,587,416,144,14,4,0,153,2,70,1,0,0,5,1,2,50,1,0,0,3,1,0,3,3,2,19,1,2,4,0,1,0,0,0,1520,49,1006
거여1동,소계,11076,7595,324,2545,2372,571,51,34,7,518,24,387,8,0,4,33,1,5,227,1,2,6,14,0,3,14,8,14,63,0,7,27,3,2,1,1,9,7286,309,3481
,관내사전투표,2981,2981,133,834,1136,237,14,10,2,163,11,226,4,0,2,12,1,4,28,1,1,2,3,0,0,6,3,5,22,0,3,8,1,0,0,0,6,2878,103,0
,거여1동제1투,3106,1682,82,591,451,117,16,8,2,115,4,55,2,0,0,9,0,0,97,0,1,3,3,0,3,1,0,4,10,0,2,10,0,1,1,1,0,1589,93,1424
,거여1동제2투,2350,1305,63,461,360,111,13,9,1,90,4,55,1,0,1,10,0,0,44,0,0,0,5,0,0,4,2,3,16,0,2,2,0,0,0,0,2,1259,46,1045
,거여1동제3투,2639,1627,46,659,425,106,8,7,2,150,5,51,1,0,1,2,0,1,58,0,0,1,3,0,0,3,3,2,15,0,0,7,2,1,0,0,1,1560,67,1012
거여2동,소계,14074,9671,394,3004,3102,858,59,65,17,714,30,505,6,3,3,64,5,7,257,5,6,6,15,1,3,17,12,23,73,4,12,34,3,3,2,5,13,9330,341,4403
,관내사전투표,3730,3725,161,1014,1387,357,19,20,5,251,4,284,1,1,1,29,1,3,38,1,2,2,6,0,0,3,4,6,26,0,1,6,1,1,1,1,1,3638,87,5
,거여2동제1투,2189,1038,52,382,276,90,5,5,1,67,3,28,0,0,0,5,0,0,51,0,0,2,1,0,2,2,0,6,3,1,3,5,0,0,0,0,2,992,46,1151
,거여2동제2투,2225,1195,68,355,329,80,12,6,3,77,5,34,4,1,0,11,2,1,59,0,0,1,1,1,0,6,2,3,16,0,3,2,1,1,1,3,8,1096,99,1030
,거여2동제3투,3213,2037,54,739,579,176,12,19,6,177,8,80,0,0,2,12,0,2,62,2,3,1,3,0,1,4,3,1,19,0,1,13,0,1,0,0,0,1980,57,1176
,거여2동제4투,2717,1676,59,514,531,155,11,15,2,142,10,79,1,1,0,7,2,1,47,2,1,0,4,0,0,2,3,7,9,3,4,8,1,0,0,1,2,1624,52,1041
마천1동,소계,15416,9166,345,2878,3062,696,75,55,12,554,54,474,13,2,6,71,4,8,296,1,2,6,15,1,4,30,11,20,56,3,4,37,9,2,8,3,6,8823,343,6250
,관내사전투표,2016,2016,76,561,775,176,11,8,1,112,12,151,1,0,2,13,0,0,20,0,0,2,4,0,2,5,1,4,11,0,1,7,1,0,0,2,3,1962,54,0
,마천1동제1투,2488,1211,53,419,385,72,7,12,2,71,11,58,0,1,0,8,3,2,28,1,0,1,2,0,0,7,3,2,5,1,1,9,1,1,3,0,0,1169,42,1277
,마천1동제2투,2598,1300,55,409,419,101,10,8,3,80,10,53,2,1,1,10,1,1,49,0,0,1,1,0,0,7,3,3,5,0,1,2,6,0,0,0,1,1243,57,1298
,마천1동제3투,2700,1391,51,451,447,84,17,9,2,94,10,45,7,0,1,19,0,3,42,0,1,2,4,0,1,1,1,4,9,1,0,12,0,1,2,0,0,1321,70,1309
,마천1동제4투,2243,1114,39,383,355,69,15,4,0,61,8,39,2,0,0,12,0,0,52,0,1,0,1,1,1,2,2,2,6,0,1,3,1,0,1,0,0,1061,53,1129
,마천1동제5투,3371,2134,71,655,681,194,15,14,4,136,3,128,1,0,2,9,0,2,105,0,0,0,3,0,0,8,1,5,20,1,0,4,0,0,2,1,2,2067,67,1237
마천2동,소계,18107,11832,493,3687,4280,876,89,72,10,614,62,555,10,3,5,77,8,4,291,2,0,12,11,2,8,22,18,25,66,5,4,49,8,1,4,7,6,11386,446,6275
,관내사전투표,4813,4812,185,1335,2072,331,34,34,1,212,23,303,4,1,2,31,4,0,34,1,0,5,4,1,2,3,6,5,25,2,2,7,1,0,3,3,1,4677,135,1
,마천2동제1투,3297,1472,54,479,472,122,11,11,2,71,9,52,3,1,1,13,3,2,61,0,0,0,1,0,1,6,7,4,5,0,1,11,1,0,0,2,1,1407,65,1825
,마천2동제2투,3113,1560,75,584,464,92,19,7,2,87,14,44,1,0,1,7,1,1,61,0,0,2,1,0,2,4,0,5,7,0,0,8,3,1,0,0,0,1493,67,1553
,마천2동제3투,3833,2232,107,710,705,184,19,12,4,141,8,83,2,0,0,16,0,0,69,1,0,2,3,0,0,6,4,10,11,2,1,16,1,0,1,1,2,2121,111,1601
,마천2동제4투,3051,1756,72,579,567,147,6,8,1,103,8,73,0,1,1,10,0,1,66,0,0,3,2,1,3,3,1,1,18,1,0,7,2,0,0,1,2,1688,68,1295
방이1동,소계,12987,9398,165,3416,2717,820,49,36,12,827,30,516,7,2,4,52,1,3,203,1,1,10,19,0,1,13,16,19,91,0,4,37,4,1,2,1,3,9083,315,3589
,관내사전투표,3640,3639,54,1149,1275,332,10,9,3,296,10,292,2,0,2,11,1,2,23,0,1,4,5,0,0,3,4,7,28,0,1,11,2,0,0,0,1,3538,101,1
,방이1동제1투,3133,1906,44,762,442,163,9,6,5,184,10,85,0,0,2,16,0,0,50,0,0,3,2,0,0,3,6,5,23,0,1,7,0,0,1,0,1,1830,76,1227
,방이1동제2투,3414,1956,40,624,600,164,13,17,1,168,7,80,4,1,0,17,0,0,74,1,0,2,7,0,1,5,6,3,23,0,2,9,1,0,1,1,1,1873,83,1458
,방이1동제3투,2800,1897,27,881,400,161,17,4,3,179,3,59,1,1,0,8,0,1,56,0,0,1,5,0,0,2,0,4,17,0,0,10,1,1,0,0,0,1842,55,903
방이2동,소계,21648,13503,313,3966,4553,1153,75,56,22,1090,37,771,11,1,7,115,7,6,324,4,2,10,33,0,7,33,34,29,177,7,5,62,7,2,6,10,9,12944,559,8145
,관내사전투표,4217,4216,84,1093,1744,333,11,25,5,255,12,356,3,0,3,30,1,2,35,1,0,3,6,0,1,8,7,6,48,0,0,8,0,1,2,3,1,4087,129,1
,방이2동제1투,4724,2380,53,724,712,219,13,9,1,238,4,105,1,0,1,21,2,1,77,2,0,2,11,0,0,5,10,10,44,0,1,13,2,0,0,2,2,2285,95,2344
,방이2동제2투,3103,1638,44,516,509,142,14,3,4,141,7,63,2,0,1,16,1,2,41,0,0,2,3,0,2,4,5,5,19,0,1,7,2,0,1,0,1,1558,80,1465
,방이2동제3투,3138,1501,41,481,404,127,12,7,6,139,3,73,3,1,0,17,1,0,39,0,1,2,6,0,2,4,2,1,20,3,0,15,1,0,1,1,2,1415,86,1637
,방이2동제4투,3240,1958,45,634,617,175,13,5,5,159,8,80,0,0,1,12,2,1,50,0,1,1,4,0,2,6,7,4,18,0,1,12,0,0,1,1,0,1865,93,1282
,방이2동제5투,3226,1810,46,518,567,157,12,7,1,158,3,94,2,0,1,19,0,0,82,1,0,0,3,0,0,6,3,3,28,4,2,7,2,1,1,3,3,1734,76,1416
오륜동,소계,14155,11186,113,5535,2141,789,56,14,8,1215,30,537,3,0,3,33,1,3,228,2,1,3,18,0,1,19,6,25,86,0,3,46,1,0,3,4,6,10933,253,2969
,관내사전투표,4117,4116,44,1845,1037,277,6,4,2,398,2,309,0,0,0,8,0,0,34,1,0,2,8,0,0,5,3,4,26,0,0,8,0,0,0,2,2,4027,89,1
,오륜동제1투,2022,1362,10,751,185,90,12,0,2,157,3,34,0,0,0,2,0,1,40,1,0,0,2,0,0,4,0,2,18,0,0,8,0,0,0,0,0,1322,40,660
,오륜동제2투,2795,2033,18,1043,347,162,7,3,2,232,7,72,1,0,1,8,1,1,48,0,0,1,6,0,1,4,2,5,15,0,1,10,0,0,1,1,2,2002,31,762
,오륜동제3투,2659,1898,27,937,311,147,19,5,1,218,7,74,0,0,2,6,0,0,57,0,1,0,1,0,0,2,0,6,14,0,0,9,1,0,1,1,1,1848,50,761
,오륜동제4투,2562,1777,14,959,261,113,12,2,1,210,11,48,2,0,0,9,0,1,49,0,0,0,1,0,0,4,1,8,13,0,2,11,0,0,1,0,1,1734,43,785
오금동,소계,32219,22185,609,8024,6332,1830,95,90,23,1843,82,1156,16,11,1,108,5,7,803,5,3,9,33,0,8,45,35,39,199,5,14,111,14,2,5,19,16,21597,588,10034
,관내사전투표,6279,6278,125,2099,2187,545,14,12,2,422,12,522,6,2,0,24,0,0,69,3,0,4,8,0,0,6,10,4,56,0,0,9,1,0,1,1,5,6149,129,1
,오금동제1투,3131,1822,39,976,248,109,14,3,1,217,5,47,0,0,0,12,0,1,77,1,0,0,3,0,0,3,0,3,16,0,2,8,2,0,0,0,0,1787,35,1309
