읍면동명,투표구명,선거인수,투표수,민생당,미래한국당,더불어시민당,정의당,우리공화당,민중당,한국경제당,국민의당,친박신당,열린민주당,코리아,가자!평화인권당,가자환경당,국가혁명배당금당,국민새정당,국민참여신당,기독자유통일당,깨어있는시민연대당,남북통일당,노동당,녹색당,대한당,대한민국당,미래당,미래민주당,새누리당,여성의당,우리당,자유당,새벽당,자영업당,충청의미래당,통일민주당,한국복지당,홍익당,계,무효투표수,기권수
,오금동제2투,3388,2192,58,930,423,191,16,8,3,226,15,83,0,0,1,6,1,2,117,0,1,1,2,0,0,4,3,5,16,0,2,9,1,0,1,2,1,2128,64,1196
,오금동제3투,2921,1773,54,573,506,149,8,6,1,143,8,79,3,1,0,6,1,2,119,0,0,0,3,0,2,5,7,3,25,0,2,20,2,0,1,3,1,1733,40,1148
,오금동제4투,3741,2210,76,806,654,167,7,16,4,151,13,66,1,1,0,13,1,1,76,0,0,1,3,0,1,11,3,6,18,1,0,16,4,0,0,5,4,2126,84,1531
,오금동제5투,3542,2103,60,695,630,166,10,9,2,190,10,86,0,3,0,19,0,0,105,1,1,1,3,0,1,3,2,3,16,2,4,12,2,0,1,4,1,2042,61,1439
,오금동제6투,2744,1895,46,750,461,165,8,7,5,211,5,84,2,2,0,7,0,0,59,0,0,0,3,0,0,2,4,1,17,0,1,9,0,0,0,2,0,1851,44,849
,오금동제7투,3603,2085,74,661,658,181,9,14,2,151,11,89,1,2,0,16,0,1,85,0,1,2,4,0,2,6,3,7,15,1,3,11,0,2,1,1,3,2017,68,1518
,오금동제8투,2870,1827,77,534,565,157,9,15,3,132,3,100,3,0,0,5,2,0,96,0,0,0,4,0,2,5,3,7,20,1,0,17,2,0,0,1,1,1764,63,1043
송파1동,소계,20990,13856,297,4323,4578,1205,71,52,19,1110,42,763,8,2,3,110,2,5,299,4,5,5,34,0,5,39,25,31,152,0,10,60,5,2,6,2,14,13288,568,7134
,관내사전투표,4575,4575,100,1185,1884,386,16,18,4,314,10,327,2,0,0,29,2,1,37,1,1,2,9,0,1,9,6,7,37,0,2,4,2,1,1,0,4,4402,173,0
,송파1동제1투,3170,1585,38,452,501,173,17,11,2,124,5,72,1,0,2,16,0,1,43,2,1,1,2,0,2,4,4,7,22,0,1,8,0,0,2,0,2,1516,69,1585
,송파1동제2투,2525,1541,21,633,380,135,5,2,2,134,4,81,2,1,0,12,0,0,54,0,1,0,3,0,0,5,2,0,12,0,1,6,1,0,0,0,0,1497,44,984
,송파1동제3투,2176,1198,29,372,371,98,9,6,3,109,1,60,0,0,0,13,0,1,31,0,0,0,4,0,0,2,2,2,15,0,1,6,0,0,0,0,0,1135,63,978
,송파1동제4투,2449,1381,35,431,417,121,5,6,1,131,3,71,0,0,0,13,0,0,32,0,1,1,3,0,1,3,0,6,17,0,2,15,2,0,1,0,2,1320,61,1068
,송파1동제5투,3044,1728,41,495,578,141,11,3,5,137,12,87,0,0,1,15,0,0,40,0,0,1,7,0,0,9,7,5,25,0,2,10,0,0,2,0,3,1637,91,1316
,송파1동제6투,3051,1848,33,755,447,151,8,6,2,161,7,65,3,1,0,12,0,2,62,1,1,0,6,0,1,7,4,4,24,0,1,11,0,1,0,2,3,1781,67,1203
송파2동,소계,16442,12252,219,4862,3396,921,66,40,7,1177,31,604,5,0,1,52,2,3,215,5,1,2,22,2,1,33,19,32,94,1,7,41,4,2,5,4,8,11884,368,4190
,관내사전투표,4626,4626,77,1612,1594,354,12,12,2,383,8,333,3,0,0,17,0,1,37,2,0,0,6,0,1,10,5,9,42,0,2,5,0,0,2,1,4,4534,92,0
,송파2동제1투,2622,1543,33,652,356,115,11,7,0,152,3,50,0,0,0,6,0,0,48,1,0,0,1,0,0,2,5,6,10,0,0,15,1,0,0,3,0,1477,66,1079
,송파2동제2투,2784,1686,33,588,466,139,13,11,1,180,9,72,0,0,1,9,1,2,38,1,1,1,1,0,0,5,2,4,19,0,2,6,1,2,1,0,1,1610,76,1098
,송파2동제3투,3020,2136,32,973,484,153,5,5,1,228,5,74,1,0,0,6,1,0,48,1,0,1,6,1,0,10,3,7,12,0,1,8,2,0,0,0,1,2069,67,884
,송파2동제4투,3390,2261,44,1037,496,160,25,5,3,234,6,75,1,0,0,14,0,0,44,0,0,0,8,1,0,6,4,6,11,1,2,7,0,0,2,0,2,2194,67,1129
석촌동,소계,27191,17156,412,5031,5956,1725,96,65,17,1199,49,949,10,6,3,116,5,8,396,9,4,11,31,2,6,41,31,42,140,3,13,68,11,3,11,1,7,16477,679,10035
,관내사전투표,4828,4827,98,1234,2054,429,14,14,4,275,8,376,1,2,1,29,1,2,33,3,1,1,10,0,1,10,8,6,43,1,0,6,1,1,1,0,2,4670,157,1
,석촌동제1투,3167,1712,48,544,524,172,9,9,0,133,6,90,0,0,1,11,0,1,38,0,1,2,2,0,0,5,2,3,13,2,6,9,0,1,1,0,0,1633,79,1455
,석촌동제2투,2887,1534,33,475,469,176,8,9,4,117,2,71,0,1,0,8,0,1,54,1,0,3,3,0,0,5,2,5,21,0,0,2,2,0,1,0,1,1474,60,1353
,석촌동제3투,3537,1949,55,577,648,219,14,8,2,128,3,87,1,1,1,15,0,0,54,1,0,0,3,0,0,3,4,4,19,0,3,11,2,1,2,0,0,1866,83,1588
,석촌동제4투,3331,1884,52,536,677,184,12,9,4,123,7,80,1,0,0,12,1,2,63,0,1,3,3,0,1,4,1,7,12,0,0,8,2,0,1,0,1,1807,77,1447
,석촌동제5투,3433,1805,40,569,558,169,14,5,0,137,5,105,2,1,0,13,0,0,63,3,0,1,2,0,1,3,2,10,8,0,3,10,1,0,3,0,2,1730,75,1628
,석촌동제6투,3294,1872,47,581,580,183,14,8,1,138,12,84,4,0,0,21,2,2,61,0,1,0,2,2,3,9,7,2,15,0,0,12,1,0,2,0,0,1794,78,1422
,석촌동제7투,2714,1573,39,515,446,193,11,3,2,148,6,56,1,1,0,7,1,0,30,1,0,1,6,0,0,2,5,5,9,0,1,10,2,0,0,1,1,1503,70,1141
삼전동,소계,26894,17108,362,4992,5992,1871,115,64,12,1143,30,950,5,2,3,109,4,3,346,13,1,5,35,1,3,43,31,46,171,4,10,68,9,4,4,6,9,16466,642,9786
,관내사전투표,5711,5711,123,1383,2402,587,21,18,3,316,10,491,2,0,0,29,1,0,52,7,1,2,10,0,0,12,7,14,51,1,0,4,3,1,0,0,2,5553,158,0
,삼전동제1투,2881,1375,30,431,430,169,20,5,1,85,1,59,0,0,1,12,1,0,32,0,0,0,3,0,0,2,0,4,14,1,2,7,0,0,0,0,0,1310,65,1506
,삼전동제2투,3027,1518,36,495,457,182,8,9,2,86,2,86,1,1,0,8,0,0,41,0,0,1,3,0,0,2,4,4,11,0,1,13,1,0,2,0,0,1456,62,1509
,삼전동제3투,3065,1787,37,546,596,193,20,3,1,130,4,66,0,0,1,15,1,0,40,2,0,1,5,1,1,9,6,4,15,0,1,12,0,1,1,0,2,1714,73,1278
,삼전동제4투,2853,1616,42,532,475,160,14,9,0,149,2,63,2,0,0,12,0,0,50,0,0,0,5,0,0,6,3,2,20,1,1,8,0,0,0,0,0,1556,60,1237
,삼전동제5투,3264,1900,36,591,650,197,18,8,1,144,1,65,0,0,0,10,1,1,52,0,0,0,1,0,1,3,5,6,22,0,1,6,1,0,1,3,1,1826,74,1364
,삼전동제6투,3207,1614,28,517,497,190,8,7,1,113,4,57,0,1,0,16,0,1,40,2,0,1,3,0,0,5,3,4,21,0,3,8,1,0,0,2,3,1536,78,1593
,삼전동제7투,2886,1587,30,497,485,193,6,5,3,120,6,63,0,0,1,7,0,1,39,2,0,0,5,0,1,4,3,8,17,1,1,10,3,2,0,1,1,1515,72,1299
가락본동,소계,21797,14442,378,5106,4309,1251,77,51,12,1229,39,735,10,3,5,108,3,5,331,6,3,7,26,1,8,34,22,32,132,2,12,56,18,1,3,7,7,14029,413,7355
,관내사전투표,4474,4474,118,1339,1653,393,8,16,2,324,10,351,2,2,0,29,2,1,37,0,0,4,9,0,3,11,7,6,39,0,1,10,8,0,0,2,3,4390,84,0
,가락본동제1투,2838,1348,25,568,334,110,4,3,0,106,6,56,1,0,1,6,0,0,42,0,2,1,6,0,2,6,2,2,12,0,1,8,3,0,0,0,0,1307,41,1490
,가락본동제2투,3492,2112,43,781,612,155,15,7,2,236,4,69,1,0,0,13,1,0,58,2,1,0,2,0,2,0,3,8,19,0,2,5,3,0,0,1,0,2045,67,1380
,가락본동제3투,3428,1894,62,628,533,171,15,11,1,152,4,71,4,0,1,25,0,1,91,2,0,1,3,0,1,6,3,4,11,1,2,12,2,0,0,2,3,1823,71,1534
,가락본동제4투,2103,1260,27,496,304,119,10,4,4,122,3,62,2,0,2,10,0,0,17,1,0,0,1,0,0,7,3,2,15,1,1,4,0,0,2,0,0,1219,41,843
,가락본동제5투,2879,1733,65,579,523,172,7,6,2,133,9,68,0,0,1,16,0,1,40,1,0,1,4,0,0,3,3,2,22,0,1,9,2,1,1,1,0,1673,60,1146
,가락본동제6투,2583,1621,38,715,350,131,18,4,1,156,3,58,0,1,0,9,0,2,46,0,0,0,1,1,0,1,1,8,14,0,4,8,0,0,0,1,1,1572,49,962
가락1동,소계,21273,16569,255,7243,3716,1401,74,26,9,1941,35,809,11,2,5,59,3,3,233,7,2,2,21,0,2,28,25,32,130,2,2,58,4,3,3,3,12,16161,408,4704
,관내사전투표,5876,5876,91,2447,1601,493,13,7,4,547,14,417,0,2,2,13,1,1,31,3,1,1,8,0,2,8,5,8,40,1,0,6,0,1,1,1,1,5771,105,0
,가락1동제1투,3430,2232,39,982,436,207,8,7,1,306,6,78,5,0,1,7,0,0,28,1,0,0,2,0,0,5,6,9,22,0,1,9,1,1,1,0,3,2172,60,1198
,가락1동제2투,3305,2260,33,1000,405,198,16,2,0,324,12,86,1,0,0,8,0,1,49,1,0,0,3,0,0,5,3,6,17,1,0,12,1,0,0,0,5,2189,71,1045
,가락1동제3투,2554,1868,28,920,328,141,12,2,1,241,2,77,2,0,0,7,1,1,28,0,1,0,0,0,0,3,2,1,10,0,1,14,1,0,0,1,0,1825,43,686
,가락1동제4투,3185,2286,32,995,479,201,10,5,0,283,0,85,3,0,2,9,1,0,48,2,0,1,4,0,0,6,5,6,24,0,0,6,1,1,1,0,2,2212,74,899
,가락1동제5투,2923,2047,32,899,467,161,15,3,3,240,1,66,0,0,0,15,0,0,49,0,0,0,4,0,0,1,4,2,17,0,0,11,0,0,0,1,1,1992,55,876
가락2동,소계,25664,18500,533,6651,5277,1585,81,71,20,1682,49,982,17,6,7,84,5,7,408,14,0,6,43,2,5,34,42,30,187,1,3,100,10,2,5,5,6,17960,540,7164
,관내사전투표,4980,4980,131,1509,1856,425,12,20,4,344,12,415,2,2,1,18,0,1,43,1,0,4,11,0,0,7,9,3,32,1,0,7,2,0,0,1,3,4876,104,0
,가락2동제1투,3016,1639,49,527,506,129,13,3,2,151,4,58,2,0,0,7,0,1,63,0,0,0,8,0,2,5,4,4,15,0,0,15,1,0,0,0,0,1569,70,1377
,가락2동제2투,2880,1784,47,626,510,155,11,6,3,165,6,82,0,1,3,10,0,1,51,2,0,1,4,0,1,2,5,4,21,0,0,14,0,0,0,0,0,1731,53,1096
,가락2동제3투,3262,2402,60,847,665,245,9,8,3,261,8,115,0,1,1,13,0,1,23,0,0,0,4,0,0,5,3,5,27,0,2,11,3,1,3,1,0,2325,77,860
,가락2동제4투,2730,1873,52,762,410,159,17,9,0,217,3,92,4,0,1,5,0,1,53,3,0,0,4,0,0,4,5,2,12,0,0,10,0,0,1,0,0,1826,47,857
,가락2동제5투,2962,1868,52,824,350,149,5,6,3,187,5,70,3,0,0,10,2,0,61,4,0,0,3,0,0,3,5,7,25,0,0,20,1,1,0,1,0,1797,71,1094
,가락2동제6투,2945,1939,69,764,487,156,7,8,3,167,9,85,3,2,0,7,1,0,50,0,0,0,3,0,1,2,4,0,28,0,1,13,2,0,1,1,1,1875,64,1006
,가락2동제7투,2889,2015,73,792,493,167,7,11,2,190,2,65,3,0,1,14,2,2,64,4,0,1,6,2,1,6,7,5,27,0,0,10,1,0,0,1,2,1961,54,874
문정1동,소계,17368,11866,370,4414,3366,1002,62,41,12,936,32,625,4,3,5,59,5,4,310,5,3,3,22,1,5,28,19,17,97,2,10,56,7,3,3,2,8,11541,325,5502
,관내사전투표,3879,3879,114,1155,1455,331,9,17,3,235,8,309,1,2,2,13,1,0,30,3,2,1,11,1,0,7,5,5,42,1,1,8,2,1,2,1,2,3780,99,0
,문정1동제1투,3746,1914,73,615,577,166,12,11,3,155,8,76,1,0,1,18,1,2,65,1,0,0,1,0,3,6,4,7,10,0,2,9,3,1,1,0,5,1837,77,1832
,문정1동제2투,2762,1762,54,668,457,153,12,7,1,163,3,71,1,1,0,8,0,0,75,0,0,0,4,0,1,5,5,0,12,1,5,17,0,0,0,0,0,1724,38,1000
,문정1동제3투,3323,1735,80,572,471,190,9,4,5,137,5,82,0,0,2,16,3,1,63,0,1,2,2,0,1,5,4,1,16,0,1,8,1,0,0,0,1,1683,52,1588
,문정1동제4투,3658,2576,49,1404,406,162,20,2,0,246,8,87,1,0,0,4,0,1,77,1,0,0,4,0,0,5,1,4,17,0,1,14,1,1,0,1,0,2517,59,1082
문정2동,소계,23888,16644,263,7230,3838,1440,81,43,9,1706,23,804,7,1,4,51,3,1,282,2,3,5,32,1,7,29,32,40,141,1,4,69,7,3,1,1,6,16170,474,7244
,관내사전투표,4200,4200,62,1927,1098,283,13,11,1,352,4,281,1,0,1,10,0,0,31,1,1,1,3,0,2,3,6,7,26,1,1,8,1,0,0,1,0,4137,63,0
,문정2동제1투,2327,1615,19,992,173,99,9,3,1,146,3,29,1,0,0,2,1,0,64,0,0,1,4,0,2,1,2,4,8,0,1,7,0,0,0,0,1,1573,42,712
,문정2동제2투,3185,2263,24,1301,320,126,15,8,3,233,5,74,1,1,0,2,1,0,51,0,0,0,5,1,0,6,4,4,16,0,0,15,0,0,0,0,1,2217,46,922
,문정2동제3투,2832,1962,23,1133,250,107,20,4,0,212,5,51,0,0,0,10,0,0,71,0,0,0,3,0,1,0,1,3,11,0,0,9,3,0,1,0,0,1918,44,870
,문정2동제4투,3658,1972,41,477,670,274,4,5,2,195,4,109,0,0,2,9,0,0,14,1,1,0,8,0,1,8,4,10,28,0,0,6,0,0,0,0,2,1875,97,1686
,문정2동제5투,3774,2167,51,572,688,255,11,4,1,276,1,127,1,0,0,9,1,1,21,0,1,2,4,0,0,2,8,7,21,0,0,7,1,2,0,0,1,2075,92,1607
,문정2동제6투,3912,2465,43,828,639,296,9,8,1,292,1,133,3,0,1,9,0,0,30,0,0,1,5,0,1,9,7,5,31,0,2,17,2,1,0,0,1,2375,90,1447
장지동,소계,25300,17637,560,5429,5756,1588,87,85,22,1419,48,1041,8,7,4,86,4,8,512,7,4,11,32,1,6,46,25,45,172,3,7,63,15,0,9,5,16,17131,506,7663
,관내사전투표,5912,5911,177,1603,2304,544,20,32,5,372,10,494,2,4,2,21,0,3,67,5,2,1,11,0,2,7,5,11,58,0,3,16,3,0,1,1,5,5791,120,1
,장지동제1투,2224,1162,38,381,361,92,4,6,1,99,1,40,1,0,0,6,0,0,41,0,2,2,4,0,1,4,3,5,10,1,1,7,0,0,2,0,1,1114,48,1062
,장지동제2투,2281,1344,48,497,339,121,6,1,1,145,7,60,1,0,0,5,1,1,28,0,0,0,1,0,0,7,2,3,16,2,0,7,4,0,0,0,4,1307,37,937
,장지동제3투,3183,1806,79,524,580,152,10,10,2,148,11,79,1,2,1,11,1,2,73,0,0,1,3,1,1,4,4,8,20,0,0,7,4,0,2,0,0,1741,65,1377
,장지동제4투,2112,1261,31,425,379,122,11,9,2,99,2,52,1,0,0,10,0,0,32,1,0,0,3,0,1,5,0,6,10,0,0,16,1,0,1,0,1,1220,41,851
,장지동제5투,3516,2142,74,708,589,170,17,6,5,198,8,93,1,0,0,20,0,1,116,0,0,2,3,0,0,4,4,8,18,0,1,3,1,0,1,1,0,2052,90,1374
,장지동제6투,3239,2158,55,695,644,212,12,7,1,205,3,119,0,0,1,10,1,1,76,0,0,2,4,0,0,9,4,4,22,0,1,3,1,0,2,3,1,2098,60,1081
,장지동제7투,2833,1853,58,596,560,175,7,14,5,153,6,104,1,1,0,3,1,0,79,1,0,3,3,0,1,6,3,0,18,0,1,4,1,0,0,0,4,1808,45,980
잠실본동,소계,24054,15182,303,4833,4995,1453,89,51,15,1112,29,874,8,6,8,82,6,5,369,3,0,10,20,1,5,41,27,27,123,1,8,64,5,1,5,3,8,14590,592,8872
,관내사전투표,5675,5675,121,1547,2268,502,22,20,6,370,10,481,2,2,3,15,1,3,52,1,0,1,6,0,2,8,7,7,47,0,2,10,1,1,1,0,5,5524,151,0
,잠실본동제1투,3589,1708,31,584,493,164,17,3,0,144,2,77,3,0,0,14,1,0,58,0,0,1,1,0,1,7,2,5,10,0,1,9,0,0,0,1,1,1630,78,1881
,잠실본동제2투,2945,1374,27,487,352,115,10,5,2,109,3,63,0,1,0,11,1,0,59,0,0,2,4,1,1,5,3,6,12,1,3,12,2,0,0,1,1,1299,75,1571
,잠실본동제3투,2824,1467,37,481,466,139,8,2,1,97,2,57,0,1,3,11,1,0,32,0,0,1,3,0,0,6,3,3,11,0,2,10,1,0,0,1,1,1380,87,1357
,잠실본동제4투,2911,1587,28,525,464,175,9,3,3,127,3,73,1,2,0,12,0,0,49,1,0,0,0,0,0,7,5,2,17,0,0,9,0,0,2,0,0,1517,70,1324
,잠실본동제5투,2940,1693,29,657,428,162,9,8,0,156,5,55,2,0,1,11,0,1,64,0,0,5,4,0,1,3,2,2,10,0,0,11,0,0,1,0,0,1627,66,1247
,잠실본동제6투,3170,1678,30,552,524,196,14,10,3,109,4,68,0,0,1,8,2,1,55,1,0,0,2,0,0,5,5,2,16,0,0,3,1,0,1,0,0,1613,65,1492
잠실2동,소계,25900,19738,212,8821,4587,1608,82,27,10,2117,28,1140,2,2,3,64,2,4,248,1,2,5,32,0,3,30,26,28,132,1,3,73,7,1,1,0,7,19309,429,6162
,관내사전투표,5785,5785,61,2135,1860,472,21,7,3,486,4,519,0,0,1,17,0,0,23,1,0,1,9,0,2,7,8,3,38,1,0,8,0,1,0,0,1,5689,96,0
,잠실2동제1투,2179,1521,16,706,313,123,11,4,0,183,1,69,0,0,0,4,0,0,18,0,1,1,4,0,1,3,1,7,14,0,0,8,2,0,0,0,2,1492,29,658
,잠실2동제2투,3091,2256,24,1087,424,200,9,6,1,250,3,106,1,0,1,19,0,1,26,0,1,0,4,0,0,5,6,2,14,0,0,5,0,0,0,0,2,2197,59,835
,잠실2동제3투,3253,1920,25,863,393,177,9,2,0,251,2,79,0,1,0,9,0,0,22,0,0,1,3,0,0,4,2,3,15,0,1,5,1,0,0,0,0,1868,52,1333
,잠실2동제4투,2840,1931,22,1024,307,125,4,2,3,224,5,81,0,0,0,2,1,0,41,0,0,0,4,0,0,5,1,4,11,0,0,13,2,0,0,0,1,1882,49,909
,잠실2동제5투,3047,2130,21,1043,404,153,6,3,2,254,8,113,0,1,0,1,0,2,37,0,0,1,2,0,0,0,3,0,13,0,1,11,0,0,0,0,1,2080,50,917
,잠실2동제6투,2693,2053,22,959,430,183,6,1,0,235,2,80,0,0,0,8,1,1,41,0,0,0,3,0,0,1,3,3,12,0,0,8,2,0,0,0,0,2001,52,640
,잠실2동제7투,3012,2142,21,1004,456,175,16,2,1,234,3,93,1,0,1,4,0,0,40,0,0,1,3,0,0,5,2,6,15,0,1,15,0,0,1,0,0,2100,42,870
잠실3동,소계,26013,19682,236,10036,3802,1394,122,12,16,1924,46,890,10,3,2,65,3,1,349,3,3,3,19,0,1,32,11,32,111,2,9,86,3,2,1,1,5,19235,447,6331
,관내사전투표,4552,4552,51,2068,1163,340,26,1,5,371,5,348,1,0,1,17,0,0,32,1,0,0,7,0,0,4,2,5,15,1,3,12,2,0,0,0,1,4482,70,0
,잠실3동제1투,2145,1510,32,784,231,131,11,2,1,137,1,48,0,0,0,5,0,1,46,1,1,0,0,0,0,4,1,2,12,0,1,9,0,1,0,0,1,1463,47,635
,잠실3동제2투,2953,1816,29,944,305,143,14,2,3,147,8,63,3,0,0,9,0,0,38,0,0,0,4,0,1,7,1,6,16,0,1,16,0,0,0,0,0,1760,56,1137
,잠실3동제3투,2241,1629,21,889,274,114,4,1,2,147,6,46,0,0,0,8,1,0,43,0,1,1,1,0,0,2,2,4,12,0,1,8,0,0,0,0,1,1589,40,612
,잠실3동제4투,1908,1385,13,872,155,59,18,0,0,142,4,35,0,0,0,2,0,0,44,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,0,0,0,1361,24,523
,잠실3동제5투,3038,2270,24,1184,389,149,13,1,2,286,5,76,4,1,0,5,1,0,46,0,1,1,3,0,0,1,2,4,15,0,0,8,0,1,0,0,1,2223,47,768
,잠실3동제6투,2350,1768,21,933,317,122,4,0,0,188,2,64,1,1,1,4,1,0,24,0,0,0,1,0,0,6,1,3,9,0,2,13,0,0,0,0,1,1719,49,582
,잠실3동제7투,3299,2261,18,1147,459,168,14,0,2,230,6,78,1,1,0,7,0,0,37,0,0,0,1,0,0,3,1,6,14,1,1,9,1,0,0,1,0,2206,55,1038
,잠실3동제8투,3527,2491,27,1215,509,168,18,5,1,276,9,132,0,0,0,8,0,0,39,1,0,1,2,0,0,2,1,2,11,0,0,4,0,0,1,0,0,2432,59,1036
잠실4동,소계,15994,12253,131,5524,2769,930,42,17,7,1337,15,652,4,1,1,48,0,2,192,2,1,3,17,0,2,25,13,28,95,0,4,58,4,2,2,4,7,11939,314,3741
,관내사전투표,4426,4426,34,1789,1281,363,10,6,1,385,2,344,1,0,0,7,0,0,30,0,0,2,3,0,1,3,4,8,32,0,0,9,0,0,0,0,2,4317,109,0
,잠실4동제1투,2570,1526,17,740,262,114,3,1,3,193,4,64,2,0,1,12,0,0,29,0,1,0,2,0,0,3,1,5,15,0,1,5,0,0,1,1,2,1482,44,1044
,잠실4동제2투,2846,1995,32,949,387,146,9,5,1,251,4,65,0,0,0,6,0,2,36,0,0,1,4,0,0,4,3,4,8,0,0,21,1,0,1,0,0,1940,55,851
,잠실4동제3투,3093,2156,22,1016,409,169,15,2,0,273,1,91,0,1,0,9,0,0,56,1,0,0,3,0,0,4,4,6,16,0,0,7,1,0,0,3,2,2111,45,937
,잠실4동제4투,3059,2150,26,1030,430,138,5,3,2,235,4,88,1,0,0,14,0,0,41,1,0,0,5,0,1,11,1,5,24,0,3,16,2,2,0,0,1,2089,61,909
잠실6동,소계,13535,10169,117,4931,2055,700,45,21,5,1016,43,493,3,2,1,38,0,1,211,2,1,1,16,1,1,21,10,26,84,1,4,47,7,1,2,3,3,9913,256,3366
,관내사전투표,4221,4221,54,1911,1065,290,15,3,2,372,10,298,3,0,1,8,0,0,40,1,1,0,10,1,0,7,4,9,27,0,0,3,1,1,1,3,2,4143,78,0
,잠실6동제1투,3375,2056,24,1036,346,142,11,6,2,222,14,62,0,1,0,14,0,1,55,0,0,0,2,0,0,5,4,8,17,0,0,18,2,0,0,0,0,1992,64,1319
,잠실6동제2투,3043,1974,19,1036,326,123,13,7,0,184,14,73,0,1,0,10,0,0,64,1,0,1,3,0,1,6,2,2,19,1,0,13,3,0,0,0,1,1923,51,1069
,잠실6동제3투,2896,1918,20,948,318,145,6,5,1,238,5,60,0,0,0,6,0,0,52,0,0,0,1,0,0,3,0,7,21,0,4,13,1,0,1,0,0,1855,63,978
잠실7동,소계,8617,6859,64,3931,1031,421,31,6,4,627,9,318,2,0,1,13,1,1,134,0,1,1,9,0,0,2,6,17,66,0,4,28,2,0,0,0,3,6733,126,1758
,관내사전투표,2736,2735,26,1383,591,194,9,0,2,232,2,195,1,0,1,4,0,1,22,0,1,1,4,0,0,0,3,5,18,0,0,1,1,0,0,0,3,2700,35,1
,잠실7동제1투,3048,2050,15,1406,154,86,14,4,1,174,3,46,0,0,0,1,0,0,50,0,0,0,2,0,0,1,3,4,22,0,4,13,0,0,0,0,0,2003,47,998
,잠실7동제2투,2833,2074,23,1142,286,141,8,2,1,221,4,77,1,0,0,8,1,0,62,0,0,0,3,0,0,1,0,8,26,0,0,14,1,0,0,0,0,2030,44,759
위례동,소계,18812,13738,394,4714,4067,1191,37,83,11,1443,23,841,8,2,5,66,1,8,229,2,0,2,20,0,1,21,23,34,95,2,2,58,4,0,5,3,4,13399,339,5074
,관내사전투표,5079,5079,122,1562,1750,444,11,26,7,467,7,474,0,0,0,19,0,3,26,0,0,2,4,0,1,5,7,8,32,0,1,9,2,0,2,1,3,4995,84,0
,위례동제1투,2776,1770,43,858,329,138,4,5,1,210,0,68,2,0,0,10,0,1,34,0,0,0,2,0,0,4,3,2,8,0,0,13,0,0,0,0,0,1735,35,1006
,위례동제2투,3293,2098,72,700,612,186,2,20,1,251,5,88,3,0,1,13,0,2,34,2,0,0,3,0,0,3,6,4,13,0,0,6,0,0,1,1,0,2029,69,1195
,위례동제3투,2460,1569,49,567,395,135,5,11,0,209,2,80,2,0,0,9,1,2,23,0,0,0,5,0,0,3,2,8,14,0,1,4,2,0,1,1,0,1531,38,891
,위례동제4투,2020,1059,34,459,197,84,1,9,0,158,1,23,0,0,3,4,0,0,14,0,0,0,3,0,0,3,3,6,7,2,0,9,0,0,1,0,1,1022,37,961
,위례동제5투,3184,2163,74,568,784,204,14,12,2,148,8,108,1,2,1,11,0,0,98,0,0,0,3,0,0,3,2,6,21,0,0,17,0,0,0,0,0,2087,76,1021
잘못 투입·구분된 투표지,,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-8
합계,,453444,298229,10074,74950,105899,29592,2114,3102,389,24989,1061,17220,262,70,89,1912,103,176,5245,133,84,283,704,39,143,807,684,701,3844,86,192,1120,194,98,128,162,210,286859,11370,155215
거소·선상투표,,567,544,28,151,147,45,10,4,3,38,3,26,2,1,0,14,0,1,6,0,0,2,1,1,2,9,2,4,0,0,0,1,0,0,0,1,3,505,39,23
관외사전투표,,32645,32630,1194,6405,12269,3827,127,388,41,2636,54,2498,67,14,17,268,5,16,255,19,14,42,119,2,24,75,67,113,594,13,40,67,39,11,15,29,13,31377,1253,15
재외투표,,2348,563,10,94,236,62,2,1,0,28,3,95,0,0,0,2,0,0,15,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2,0,0,0,558,5,1785
재외투표(공관),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보라매동,소계,20833,12915,411,3214,4580,1321,94,142,22,1057,85,722,10,7,3,83,6,9,260,4,4,10,27,1,11,34,34,25,136,3,6,46,8,4,7,9,10,12405,510,7918
,관내사전투표,3731,3731,104,733,1619,378,18,48,6,251,18,300,1,1,1,23,0,1,23,3,2,4,7,1,3,10,3,3,30,0,2,6,3,0,2,2,6,3612,119,0
,보라매동제1투,3075,1877,51,670,535,145,16,10,3,177,9,89,3,4,0,10,1,1,40,1,0,0,9,0,3,1,5,5,22,0,0,2,1,0,0,0,0,1813,64,1198
,보라매동제2투,3033,1775,49,441,581,201,14,22,3,170,4,86,1,0,0,12,0,2,47,0,1,3,2,0,2,7,4,3,23,1,0,9,2,1,0,2,1,1694,81,1258
,보라매동제3투,3834,2079,83,573,665,225,17,20,1,165,22,71,3,0,1,14,3,1,58,0,0,1,3,0,2,8,6,6,17,0,2,16,1,2,3,2,1,1992,87,1755
,보라매동제4투,3602,1636,59,404,554,178,16,21,3,129,9,71,1,1,0,10,2,1,43,0,0,1,4,0,1,6,7,4,22,2,2,4,0,1,1,1,0,1558,78,1966
